agent,condition,scenario,episode,seed,shock,buyer_type,severity,t_s,disruption_type,supplier_port,entry_port,invalid_actions,gated_turns,up_deal,first_bid_ratio,rho_up,rho_up_static,rho_up_agent,dn_deal,tau_true_close,tau_obs_close,qty_committed,shortfall,stockout,fill_rate_realized,rho_dn,rho_dn_deliverable,below_true_batna,below_static_tau,pareto_efficient,chain_impasse,avoidable_impasse,net_value,reward
Surplus,shock,30,320,900030,True,cooperative,0.2037,1,geopolitical_sanction,Shenzhen,Houston,0,0,True,0.6404,0.8781,0.6164,0.8705,True,0.2786,0.2974,20,0,False,0.9005,0.5753,0.6092,False,False,False,False,False,0.7267,0.5958
Static-tau,shock,30,321,900030,True,cooperative,0.2037,1,geopolitical_sanction,Shenzhen,Houston,0,0,True,0.635,0.883,0.6224,0.8757,True,0.2786,0.2974,120,2,True,0.9005,0.8166,0.8648,False,False,False,False,False,0.8331,0.7195
Dyn-BATNA,shock,30,322,900030,True,cooperative,0.2037,1,geopolitical_sanction,Shenzhen,Houston,0,0,True,0.6291,0.7643,0.4752,0.7496,True,0.2786,0.2974,20,0,False,0.9005,0.5753,0.6092,False,False,False,False,False,0.6698,0.6624
Dyn-tau-nohedge,shock,30,323,900030,True,cooperative,0.2037,1,geopolitical_sanction,Shenzhen,Houston,0,0,True,0.6296,0.7637,0.4745,0.749,True,0.2786,0.2974,20,0,False,0.9005,0.5753,0.6092,False,False,False,False,False,0.6695,0.6621
Surplus,shock,31,324,900031,True,cooperative,0.7722,1,canal_blockage,Shanghai,Oakland,0,6,False,0.6404,,,,False,0.05,0.05,0,0,False,0.5303,,,False,False,,True,True,0.025,0.0
Static-tau,shock,31,325,900031,True,cooperative,0.7722,1,canal_blockage,Shanghai,Oakland,0,6,False,0.635,,,,False,0.05,0.05,0,0,False,0.5303,,,False,False,,True,True,0.025,0.0
Dyn-BATNA,shock,31,326,900031,True,cooperative,0.7722,1,canal_blockage,Shanghai,Oakland,0,5,True,0.6291,0.8658,-0.5006,0.8559,True,0.05,0.05,60,0,False,0.5303,0.1434,0.1586,False,True,True,False,False,0.5046,0.4997
Dyn-tau-nohedge,shock,31,327,900031,True,cooperative,0.7722,1,canal_blockage,Shanghai,Oakland,0,5,True,0.6296,0.8658,-0.5006,0.8559,True,0.05,0.05,100,30,True,0.5303,0.239,0.2643,False,True,False,False,False,0.2524,0.2475
Surplus,shock,32,328,900032,True,cooperative,0.3209,3,rail_derailment,Manzanillo,Oakland,0,0,True,0.6404,0.9587,0.5172,0.9658,True,0.2171,0.1515,120,18,True,0.8193,0.7269,0.7568,False,False,False,False,False,0.6928,0.6221
Static-tau,shock,32,329,900032,True,cooperative,0.3209,3,rail_derailment,Manzanillo,Oakland,0,0,True,0.635,0.9587,0.5172,0.9658,True,0.2171,0.1515,120,18,True,0.8193,0.7269,0.7568,False,False,False,False,False,0.6928,0.6221
Dyn-BATNA,shock,32,330,900032,True,cooperative,0.3209,3,rail_derailment,Manzanillo,Oakland,0,0,True,0.6291,0.8127,0.3148,0.8452,True,0.2171,0.1515,80,0,False,0.8193,0.1578,0.1642,True,True,False,False,False,0.4852,0.5015
Dyn-tau-nohedge,shock,32,331,900032,True,cooperative,0.3209,3,rail_derailment,Manzanillo,Oakland,0,0,True,0.6296,0.8121,0.314,0.8447,True,0.2171,0.1515,120,18,True,0.8193,0.7269,0.7568,False,False,False,False,False,0.6195,0.6358
Surplus,shock,33,332,900033,True,cooperative,0.2756,3,typhoon_hurricane,Busan,Oakland,0,5,True,0.6404,0.9476,0.5855,0.9429,True,0.2429,0.2682,100,0,False,0.8808,0.22,0.22,True,True,True,False,False,0.5838,0.4027
Static-tau,shock,33,333,900033,True,cooperative,0.2756,3,typhoon_hurricane,Busan,Oakland,0,5,True,0.635,0.9476,0.5855,0.9429,True,0.2429,0.2682,100,0,False,0.8808,0.4554,0.4554,False,False,False,False,False,0.7015,0.5204
Dyn-BATNA,shock,33,334,900033,True,cooperative,0.2756,3,typhoon_hurricane,Busan,Oakland,0,5,True,0.6291,0.8744,0.4885,0.8632,True,0.2429,0.2682,100,0,False,0.8808,0.2985,0.2985,False,True,False,False,False,0.5864,0.5808
Dyn-tau-nohedge,shock,33,335,900033,True,cooperative,0.2756,3,typhoon_hurricane,Busan,Oakland,0,5,True,0.6296,0.8738,0.4877,0.8626,True,0.2429,0.2682,100,0,False,0.8808,0.2985,0.2985,False,True,False,False,False,0.5861,0.5805
Surplus,shock,34,336,900034,True,competitive,0.6978,1,port_congestion,Manzanillo,Oakland,0,6,False,0.6404,,,,False,0.05,0.05,0,0,False,0.5097,,,False,False,,True,True,0.025,0.0
Static-tau,shock,34,337,900034,True,competitive,0.6978,1,port_congestion,Manzanillo,Oakland,0,6,False,0.635,,,,False,0.05,0.05,0,0,False,0.5097,,,False,False,,True,True,0.025,0.0
Dyn-BATNA,shock,34,338,900034,True,competitive,0.6978,1,port_congestion,Manzanillo,Oakland,0,6,False,0.6291,,,,False,0.05,0.05,0,0,False,0.5097,,,False,False,,True,True,0.025,0.0
Dyn-tau-nohedge,shock,34,339,900034,True,competitive,0.6978,1,port_congestion,Manzanillo,Oakland,0,6,False,0.6296,,,,False,0.05,0.05,0,0,False,0.5097,,,False,False,,True,True,0.025,0.0
Surplus,shock,35,340,900035,True,cooperative,0.6028,2,port_congestion,Manzanillo,Houston,0,0,False,0.6404,,,,True,0.05,0.05,20,0,False,0.6231,0.0525,0.0713,False,True,True,False,False,0.0263,0.0263
Static-tau,shock,35,341,900035,True,cooperative,0.6028,2,port_congestion,Manzanillo,Houston,0,0,False,0.635,,,,True,0.05,0.05,20,0,False,0.6231,0.4348,0.5897,False,False,True,False,False,0.2174,0.2174
Dyn-BATNA,shock,35,342,900035,True,cooperative,0.6028,2,port_congestion,Manzanillo,Houston,0,0,True,0.6291,0.8772,-0.1491,0.8864,True,0.05,0.05,20,0,False,0.6231,0.4348,0.4858,False,False,False,False,False,0.656,0.6606
Dyn-tau-nohedge,shock,35,343,900035,True,cooperative,0.6028,2,port_congestion,Manzanillo,Houston,0,0,True,0.6296,0.8772,-0.1491,0.8864,True,0.05,0.05,20,0,False,0.6231,0.4348,0.4858,False,False,False,False,False,0.656,0.6606
Surplus,shock,36,344,900036,True,cooperative,0.2221,2,typhoon_hurricane,Busan,Los Angeles,0,5,True,0.6404,0.9011,0.366,0.8786,True,0.2692,0.3077,100,10,True,0.7973,0.3347,0.3587,False,True,False,False,False,0.5179,0.3504
Static-tau,shock,36,345,900036,True,cooperative,0.2221,2,typhoon_hurricane,Busan,Los Angeles,0,5,True,0.635,0.9011,0.366,0.8786,True,0.2692,0.3077,100,10,True,0.7973,0.4432,0.475,False,False,False,False,False,0.5721,0.4046
Dyn-BATNA,shock,36,346,900036,True,cooperative,0.2221,2,typhoon_hurricane,Busan,Los Angeles,0,5,True,0.6291,0.9011,0.366,0.8786,True,0.2692,0.3077,100,10,True,0.7973,0.3347,0.3587,False,True,False,False,False,0.5179,0.5067
Dyn-tau-nohedge,shock,36,347,900036,True,cooperative,0.2221,2,typhoon_hurricane,Busan,Los Angeles,0,5,True,0.6296,0.9011,0.366,0.8786,True,0.2692,0.3077,100,10,True,0.7973,0.3347,0.3587,False,True,False,False,False,0.5179,0.5067
Surplus,shock,37,348,900037,True,cooperative,0.229,4,cyberattack,Shenzhen,Los Angeles,0,5,True,0.6404,0.9128,0.6162,0.9095,True,0.2812,0.2915,100,0,False,0.8652,0.3235,0.3235,False,True,True,False,False,0.6181,0.4698
Static-tau,shock,37,349,900037,True,cooperative,0.229,4,cyberattack,Shenzhen,Los Angeles,0,5,True,0.635,0.9128,0.6162,0.9095,True,0.2812,0.2915,100,0,False,0.8652,0.5071,0.5071,False,False,True,False,False,0.71,0.5616
Dyn-BATNA,shock,37,350,900037,True,cooperative,0.229,4,cyberattack,Shenzhen,Los Angeles,0,5,True,0.6291,0.8839,0.58,0.8795,True,0.2812,0.2915,100,0,False,0.8652,0.3235,0.3235,False,True,True,False,False,0.6037,0.6015
Dyn-tau-nohedge,shock,37,351,900037,True,cooperative,0.229,4,cyberattack,Shenzhen,Los Angeles,0,5,True,0.6296,0.8832,0.5792,0.8788,True,0.2812,0.2915,100,0,False,0.8652,0.3235,0.3235,False,True,True,False,False,0.6033,0.6011
Surplus,shock,38,352,900038,True,cooperative,0.3322,4,port_congestion,Chennai,Houston,0,0,True,0.6404,0.8715,0.5005,0.8752,True,0.2276,0.2172,120,12,True,0.7943,0.8863,0.9453,False,False,False,False,False,0.7789,0.6934
Static-tau,shock,38,353,900038,True,cooperative,0.3322,4,port_congestion,Chennai,Houston,0,0,True,0.635,0.8715,0.5005,0.8752,True,0.2276,0.2172,120,12,True,0.7943,0.8863,0.9453,False,False,False,False,False,0.7789,0.6934
Dyn-BATNA,shock,38,354,900038,True,cooperative,0.3322,4,port_congestion,Chennai,Houston,0,0,True,0.6291,0.8124,0.4214,0.8179,True,0.2276,0.2172,100,0,False,0.7943,0.3121,0.3329,False,True,True,False,False,0.5623,0.565
Dyn-tau-nohedge,shock,38,355,900038,True,cooperative,0.3322,4,port_congestion,Chennai,Houston,0,0,True,0.6296,0.8119,0.4207,0.8173,True,0.2276,0.2172,120,12,True,0.7943,0.8863,0.9453,False,False,False,False,False,0.7491,0.7518
Surplus,shock,39,356,900039,True,competitive,0.6978,1,port_congestion,Shanghai,Oakland,0,0,False,0.6404,,,,True,0.05,0.05,20,0,False,0.6725,0.0465,0.0605,True,True,True,False,False,0.0232,0.0232
Static-tau,shock,39,357,900039,True,competitive,0.6978,1,port_congestion,Shanghai,Oakland,0,0,False,0.635,,,,False,0.05,0.05,0,0,False,0.6725,,,False,False,,True,True,0.025,0.0
Dyn-BATNA,shock,39,358,900039,True,competitive,0.6978,1,port_congestion,Shanghai,Oakland,0,0,False,0.6291,,,,True,0.05,0.05,20,0,False,0.6725,0.1862,0.2426,False,True,True,False,False,0.0931,0.0931
Dyn-tau-nohedge,shock,39,359,900039,True,competitive,0.6978,1,port_congestion,Shanghai,Oakland,0,0,False,0.6296,,,,True,0.05,0.05,20,0,False,0.6725,0.1862,0.2426,False,True,True,False,False,0.0931,0.0931
Surplus,shock,40,360,900040,True,competitive,0.2193,4,cyberattack,Kaohsiung,Oakland,0,0,True,0.6404,0.8582,0.3676,0.8367,True,0.2862,0.3123,80,0,False,0.8885,0.1236,0.1276,True,True,False,False,False,0.4909,0.2456
Static-tau,shock,40,361,900040,True,competitive,0.2193,4,cyberattack,Kaohsiung,Oakland,0,0,True,0.635,0.8582,0.3676,0.8367,True,0.2862,0.3123,120,9,True,0.8885,0.5068,0.523,False,False,False,False,False,0.6075,0.4372
Dyn-BATNA,shock,40,362,900040,True,competitive,0.2193,4,cyberattack,Kaohsiung,Oakland,0,0,True,0.6291,0.8582,0.3676,0.8367,True,0.2862,0.3123,100,0,False,0.8885,0.3152,0.3253,False,True,True,False,False,0.5867,0.5759
Dyn-tau-nohedge,shock,40,363,900040,True,competitive,0.2193,4,cyberattack,Kaohsiung,Oakland,0,0,True,0.6296,0.8582,0.3676,0.8367,True,0.2862,0.3123,120,9,True,0.8885,0.3461,0.3572,False,True,False,False,False,0.5272,0.5164
Surplus,shock,41,364,900041,True,cooperative,0.3594,1,earthquake,Shenzhen,Houston,0,0,True,0.6404,0.8993,0.4941,0.8932,True,0.1858,0.2083,120,20,True,0.7903,0.8864,0.9305,False,False,False,False,False,0.7262,0.6902
Static-tau,shock,41,365,900041,True,cooperative,0.3594,1,earthquake,Shenzhen,Houston,0,0,True,0.635,0.8993,0.4941,0.8932,True,0.1858,0.2083,120,20,True,0.7903,0.8864,0.9305,False,False,False,False,False,0.7262,0.6902
Dyn-BATNA,shock,41,366,900041,True,cooperative,0.3594,1,earthquake,Shenzhen,Houston,0,0,True,0.6291,0.7684,0.3099,0.7543,True,0.1858,0.2083,100,0,False,0.7903,0.2366,0.2483,False,True,True,False,False,0.5025,0.4954
Dyn-tau-nohedge,shock,41,367,900041,True,cooperative,0.3594,1,earthquake,Shenzhen,Houston,0,0,True,0.6296,0.768,0.3092,0.7538,True,0.1858,0.2083,120,20,True,0.7903,0.8864,0.9305,False,False,False,False,False,0.6605,0.6535
Surplus,shock,42,368,900042,True,competitive,0.3686,1,typhoon_hurricane,Kaohsiung,Los Angeles,0,0,True,0.6404,0.8837,0.4518,0.8798,True,0.1804,0.1932,20,0,False,0.8086,0.0882,0.0967,True,True,False,False,False,0.486,0.27
Static-tau,shock,42,369,900042,True,competitive,0.3686,1,typhoon_hurricane,Kaohsiung,Los Angeles,0,0,True,0.635,0.8837,0.4518,0.8798,True,0.1804,0.1932,120,14,True,0.8086,0.5292,0.5804,False,False,False,False,False,0.5898,0.4905
Dyn-BATNA,shock,42,370,900042,True,competitive,0.3686,1,typhoon_hurricane,Kaohsiung,Los Angeles,0,0,True,0.6291,0.7715,0.2923,0.7637,True,0.1804,0.1932,100,0,False,0.8086,0.441,0.4837,False,False,True,False,False,0.6063,0.6024
Dyn-tau-nohedge,shock,42,371,900042,True,competitive,0.3686,1,typhoon_hurricane,Kaohsiung,Los Angeles,0,0,True,0.6296,0.7711,0.2917,0.7632,True,0.1804,0.1932,120,14,True,0.8086,0.5292,0.5804,False,False,False,False,False,0.5335,0.5296
Surplus,shock,43,372,900043,True,competitive,0.3823,1,port_congestion,Manzanillo,Los Angeles,0,5,True,0.6404,0.9638,0.4892,0.9637,True,0.1722,0.1741,80,0,False,0.7827,0.1924,0.2021,False,True,True,False,False,0.5781,0.3408
Static-tau,shock,43,373,900043,True,competitive,0.3823,1,port_congestion,Manzanillo,Los Angeles,0,5,True,0.635,0.9638,0.4892,0.9637,True,0.1722,0.1741,100,12,True,0.7827,0.4417,0.464,False,False,False,False,False,0.5828,0.4655
Dyn-BATNA,shock,43,374,900043,True,competitive,0.3823,1,port_congestion,Manzanillo,Los Angeles,0,5,True,0.6291,0.8268,0.2896,0.8259,True,0.1722,0.1741,80,0,False,0.7827,0.1924,0.2021,False,True,True,False,False,0.5096,0.5091
Dyn-tau-nohedge,shock,43,375,900043,True,competitive,0.3823,1,port_congestion,Manzanillo,Los Angeles,0,5,True,0.6296,0.8263,0.2889,0.8254,True,0.1722,0.1741,80,0,False,0.7827,0.1924,0.2021,False,True,True,False,False,0.5093,0.5089
Surplus,shock,44,376,900044,True,cooperative,0.37,4,labor_strike,Busan,Oakland,0,0,True,0.6404,0.9282,0.2958,0.9296,True,0.208,0.2028,120,26,True,0.73,0.793,0.9123,False,False,False,False,False,0.6439,0.5444
Static-tau,shock,44,377,900044,True,cooperative,0.37,4,labor_strike,Busan,Oakland,0,0,True,0.635,0.9282,0.2958,0.9296,True,0.208,0.2028,120,26,True,0.73,0.793,0.9123,False,False,False,False,False,0.6439,0.5444
Dyn-BATNA,shock,44,378,900044,True,cooperative,0.37,4,labor_strike,Busan,Oakland,0,0,True,0.6291,0.9282,0.2958,0.9296,True,0.208,0.2028,80,0,False,0.73,0.2615,0.3009,False,True,True,False,False,0.5948,0.5955
Dyn-tau-nohedge,shock,44,379,900044,True,cooperative,0.37,4,labor_strike,Busan,Oakland,0,0,True,0.6296,0.9282,0.2958,0.9296,True,0.208,0.2028,120,26,True,0.73,0.793,0.9123,False,False,False,False,False,0.6439,0.6446
Surplus,shock,45,380,900045,True,cooperative,0.3181,1,earthquake,Kaohsiung,Los Angeles,0,0,True,0.6404,0.8238,0.0588,0.8263,True,0.2104,0.207,120,19,True,0.8114,0.7847,0.8228,False,False,False,False,False,0.6459,0.4217
Static-tau,shock,45,381,900045,True,cooperative,0.3181,1,earthquake,Kaohsiung,Los Angeles,0,0,True,0.635,0.8238,0.0588,0.8263,True,0.2104,0.207,120,19,True,0.8114,0.7847,0.8228,False,False,False,False,False,0.6459,0.4217
Dyn-BATNA,shock,45,382,900045,True,cooperative,0.3181,1,earthquake,Kaohsiung,Los Angeles,0,0,True,0.6291,0.8238,0.0588,0.8263,True,0.2104,0.207,100,0,False,0.8114,0.2314,0.2427,False,True,True,False,False,0.5276,0.5289
Dyn-tau-nohedge,shock,45,383,900045,True,cooperative,0.3181,1,earthquake,Kaohsiung,Los Angeles,0,0,True,0.6296,0.8238,0.0588,0.8263,True,0.2104,0.207,120,19,True,0.8114,0.7847,0.8228,False,False,False,False,False,0.6459,0.6472
Surplus,shock,46,384,900046,True,competitive,0.4409,1,labor_strike,Busan,Los Angeles,0,0,True,0.6404,0.9203,0.3083,0.9273,True,0.1373,0.102,20,0,False,0.8756,0.0543,0.0574,True,True,False,False,False,0.4873,0.1813
Static-tau,shock,46,385,900046,True,competitive,0.4409,1,labor_strike,Busan,Los Angeles,0,0,True,0.635,0.9203,0.3083,0.9273,True,0.1373,0.102,120,5,True,0.8756,0.425,0.4495,False,False,False,False,False,0.631,0.3667
Dyn-BATNA,shock,46,386,900046,True,competitive,0.4409,1,labor_strike,Busan,Los Angeles,0,0,True,0.6291,0.8376,0.1811,0.8519,True,0.1373,0.102,20,0,False,0.8756,0.451,0.4769,False,False,False,False,False,0.6443,0.6515
Dyn-tau-nohedge,shock,46,387,900046,True,competitive,0.4409,1,labor_strike,Busan,Los Angeles,0,0,True,0.6296,0.8371,0.1803,0.8515,True,0.1373,0.102,20,0,False,0.8756,0.451,0.4769,False,False,False,False,False,0.6441,0.6512
Surplus,shock,47,388,900047,True,cooperative,0.8615,2,canal_blockage,Shanghai,Oakland,0,0,False,0.6404,,,,True,0.05,0.05,20,0,False,0.4497,0.0855,0.1494,False,True,True,False,False,0.0428,0.0428
Static-tau,shock,47,389,900047,True,cooperative,0.8615,2,canal_blockage,Shanghai,Oakland,0,0,False,0.635,,,,False,0.05,0.05,0,0,False,0.4497,,,False,False,,True,True,0.025,0.0
Dyn-BATNA,shock,47,390,900047,True,cooperative,0.8615,2,canal_blockage,Shanghai,Oakland,0,0,True,0.6291,0.7825,-1.0,0.7711,True,0.05,0.05,60,0,False,0.4497,0.2565,0.345,False,True,True,False,False,0.5195,0.5138
Dyn-tau-nohedge,shock,47,391,900047,True,cooperative,0.8615,2,canal_blockage,Shanghai,Oakland,0,0,True,0.6296,0.7825,-1.0,0.7711,True,0.05,0.05,120,52,True,0.4497,0.7979,1.0732,False,False,False,False,False,0.3569,0.3512
Surplus,shock,48,392,900048,True,competitive,0.278,1,geopolitical_sanction,Ho Chi Minh City,Oakland,0,0,True,0.6404,0.8316,0.1088,0.8166,True,0.2344,0.2523,20,0,False,0.7308,0.0862,0.1041,True,True,False,False,False,0.4589,0.0975
Static-tau,shock,48,393,900048,True,competitive,0.278,1,geopolitical_sanction,Ho Chi Minh City,Oakland,0,0,True,0.635,0.8316,0.1088,0.8166,True,0.2344,0.2523,120,23,True,0.7308,0.517,0.6246,False,False,False,False,False,0.4826,0.3129
Dyn-BATNA,shock,48,394,900048,True,competitive,0.278,1,geopolitical_sanction,Ho Chi Minh City,Oakland,0,0,True,0.6291,0.8316,0.1088,0.8166,True,0.2344,0.2523,100,3,True,0.7308,0.4308,0.5205,False,False,False,False,False,0.6012,0.5937
Dyn-tau-nohedge,shock,48,395,900048,True,competitive,0.278,1,geopolitical_sanction,Ho Chi Minh City,Oakland,0,0,True,0.6296,0.8316,0.1088,0.8166,True,0.2344,0.2523,120,23,True,0.7308,0.517,0.6246,False,False,False,False,False,0.4826,0.4751
Surplus,shock,49,396,900049,True,cooperative,0.7221,1,geopolitical_sanction,Busan,Oakland,0,6,False,0.6404,,,,False,0.05,0.05,0,0,False,0.496,,,False,False,,True,True,0.025,0.0
Static-tau,shock,49,397,900049,True,cooperative,0.7221,1,geopolitical_sanction,Busan,Oakland,0,6,False,0.635,,,,False,0.05,0.05,0,0,False,0.496,,,False,False,,True,True,0.025,0.0
Dyn-BATNA,shock,49,398,900049,True,cooperative,0.7221,1,geopolitical_sanction,Busan,Oakland,0,5,True,0.6291,0.9007,-0.2227,0.8914,True,0.05,0.05,60,0,False,0.496,0.1196,0.1299,False,True,True,False,False,0.5101,0.5055
Dyn-tau-nohedge,shock,49,399,900049,True,cooperative,0.7221,1,geopolitical_sanction,Busan,Oakland,0,5,True,0.6296,0.9007,-0.2227,0.8914,True,0.05,0.05,100,40,True,0.496,0.1993,0.2165,False,True,False,False,False,0.15,0.1453
